time,static_pressure,total_pressure
461.471,87188.7,87194.80336158173
461.649,87195.3,87201.40382359328
461.828,87201.9,87208.00428560482
462.006,87208.5,87214.60474761638
462.185,87215.09999999999,87221.20520962792
462.363,87221.7,87227.80567163948
462.542,87228.4,87234.5061406512
462.72,87235.0,87241.10660266275
462.899,87241.6,87247.70706467431
463.077,87248.2,87254.30752668585
463.256,87254.8,87262.19070512475
463.434,87261.40000000001,87267.50845070896
463.616,87268.0,87275.39182319857
463.794,87274.59999999999,87280.70937473205
463.974,87281.3,87287.40984374378
464.152,87287.90000000001,87294.01030575534
464.331,87294.5,87300.61076776688
464.51,87301.09999999999,87308.49462685337
464.688,87307.6,87313.71168478981
464.873,87314.3,87320.41215380153
465.051,87321.0,87327.11262281326
465.23,87327.59999999999,87334.99687147127
465.409,87334.1,87341.49742203794
465.589,87340.7,87346.81400184773
465.773,87347.40000000001,87354.79854858201
465.953,87353.9,87360.01492587083
466.135,87360.6,87366.71539488256
466.313,87367.2,87373.3158568941
466.492,87373.8,87381.20078472965
466.671,87380.3,87386.41677391704
466.855,87387.0,87393.11724292875
467.034,87393.7,87399.81771194049
467.212,87400.3,87406.41817395204
467.39,87406.9,87414.30358838446
467.568,87413.5,87419.61909797513
467.748,87420.1,87426.21955998668
467.926,87426.70000000001,87432.82002199824
468.104,87433.3,87439.42048400978
468.282,87439.9,87446.02094602132
468.461,87446.5,87452.62140803288
468.64,87453.09999999999,87460.50750164283
468.818,87459.7,87467.10806067975
468.998,87466.3,87472.42279406753
469.179,87472.90000000001,87479.02325607909
469.358,87479.5,87485.62371809063
469.536,87486.1,87492.22418010219
469.714,87492.7,87498.82464211373
469.892,87499.3,87506.7114149012
470.071,87505.9,87512.02556613683
470.25,87512.5,87519.91253297502
470.429,87519.1,87525.22649015994
470.609,87525.7,87531.82695217148
470.787,87532.3,87538.42741418304
470.966,87538.9,87545.02787619458
471.144,87545.5,87552.91532815958
471.322,87552.09999999999,87559.51588719648
471.501,87558.7,87564.82926222924
471.681,87565.3,87571.42972424079
471.86,87571.90000000001,87578.03018625235
472.038,87578.5,87584.63064826389
472.216,87585.1,87591.23111027545
472.394,87591.7,87597.83157228699
472.573,87598.29999999999,87605.71980045486
472.751,87604.8,87610.93248930991
472.931,87611.5,87617.63295832164
473.109,87618.0,87624.13341333301
473.287,87624.59999999999,87630.73387534455
473.465,87631.2,87637.33433735611
473.643,87637.8,87643.93479936766
473.821,87644.4,87650.5352613792
473.999,87651.0,87657.13572339076
474.178,87657.6,87663.73618540232
474.356,87664.20000000001,87671.62538235373
474.534,87670.7,87676.83710242524
474.714,87677.4,87683.53757143696
474.892,87684.0,87690.13803344851
475.071,87690.5,87696.63848845988
475.249,87697.1,87704.52816906801
475.427,87703.7,87709.83941248298
475.607,87710.29999999999,87716.43987449452
475.786,87716.9,87723.04033650608
475.964,87723.5,87729.64079851763
476.143,87730.0,87737.43095578231
476.322,87736.6,87742.74171554057
476.502,87743.2,87749.34217755211
476.681,87749.8,87755.94263956367
476.859,87756.4,87763.83319192994
477.037,87763.0,87770.43375096685
477.216,87769.5,87775.64401859813
477.397,87776.2,87782.34448760987
477.576,87782.7,87788.84494262123
477.753,87789.3,87795.44540463279
477.931,87795.9,87802.04586664433
478.11,87802.5,87808.64632865589
478.288,87809.1,87815.24679066744
478.467,87815.59999999999,87821.74724567881
478.645,87822.2,87828.34770769037
478.824,87828.8,87834.94816970192
479.003,87835.40000000001,87841.54863171348
479.181,87842.0,87848.14909372502
479.36,87848.5,87854.64954873639
479.538,87855.1,87862.54155207284
479.717,87861.7,87867.85047275948
479.896,87868.3,87874.45093477104
480.074,87874.90000000001,87881.0513967826
480.253,87881.4,87887.55185179396
480.431,87888.0,87894.15231380552
480.608,87894.6,87902.04489782405
480.787,87901.09999999999,87907.25323082843
480.969,87907.7,87913.85369283998
481.148,87914.3,87920.45415485154
481.326,87920.9,87927.05461686308
481.504,87927.5,87934.94768453835
481.683,87934.0,87940.15553388602
481.862,87940.59999999999,87946.75599589756
482.04,87947.2,87953.35645790912
482.218,87953.8,87959.95691992067
482.397,87960.29999999999,87966.45737493203
482.575,87966.9,87974.35102181928
482.752,87973.5,87979.65829895514
482.931,87980.1,87986.2587609667
483.109,87986.6,87994.05269045978
483.286,87993.2,88000.65324949668
483.466,87999.7,88005.86013300098
483.647,88006.3,88012.46059501254
483.824,88012.90000000001,88019.0610570241
484.002,88019.5,88025.66151903564
484.18,88026.0,88032.16197404702
484.358,88032.6,88040.05658677763
484.536,88039.09999999999,88045.26289106994
484.717,88045.7,88053.1576963812
484.895,88052.20000000001,88058.36380809288
485.076,88058.90000000001,88065.0642771046
485.255,88065.4,88071.56473211596
485.433,88072.0,88079.45992405858
485.611,88078.5,88084.6656491389
485.791,88085.1,88091.26611115046
485.969,88091.7,88097.866573162
486.147,88098.29999999999,88104.46703517354
486.325,88104.8,88110.96749018492
486.503,88111.40000000001,88117.56795219648
486.681,88118.0,88124.16841420802
486.859,88124.5,88130.6688692194
487.037,88131.1,88137.26933123096
487.215,88137.59999999999,88143.76978624231
487.392,88144.2,88150.37024825386
487.57,88150.8,88156.97071026542
487.748,88157.3,88163.4711652768
487.927,88163.9,88170.07162728834
488.104,88170.4,88176.57208229971
488.282,88177.0,88183.17254431127
488.461,88183.6,88191.06937686453
488.638,88190.0,88196.17345433403
488.821,88196.7,88202.87392334575
488.999,88203.2,88209.37437835713
489.176,88209.79999999999,88215.97484036865
489.354,88216.4,88223.87215510856
489.532,88222.79999999999,88228.97575039142
489.715,88229.4,88235.57621240297
489.895,88236.0,88242.17667441453
490.073,88242.6,88248.77713642608
490.251,88249.1,88255.27759143745
490.43,88255.7,88261.87805344899
490.608,88262.2,88268.37850846037
490.786,88268.8,88274.97897047193
490.964,88275.40000000001,88282.87715255974
491.142,88281.9,88289.37770312639
491.321,88288.3,88294.48033550606
491.505,88295.0,88301.18080451777
491.686,88301.59999999999,88307.78126652932
491.863,88308.1,88314.2817215407
492.04,88314.59999999999,88322.08047290017
492.219,88321.2,88327.38263856362
492.398,88327.70000000001,88333.88309357502
492.577,88334.3,88340.48355558656
492.755,88340.9,88347.0840175981
492.933,88347.40000000001,88354.88325114422
493.111,88353.9,88360.08492762085
493.293,88360.5,88366.6853896324
493.471,88367.1,88373.28585164396
493.649,88373.6,88379.78630665533
493.827,88380.1,88386.2867616667
494.327,88398.40000000001,88404.58804269873
494.506,88405.0,88412.4881300118
494.683,88411.5,88417.68895972165
494.864,88418.1,88424.2894217332
495.042,88424.59999999999,88430.78987674457
495.221,88431.2,88437.39033875613
495.4,88437.7,88443.8907937675
495.578,88444.3,88450.49125577905
495.756,88450.8,88458.29200938914
495.933,88457.3,88463.4921658018
496.116,88463.9,88470.09262781334
496.295,88470.5,88476.6930898249
496.472,88477.0,88483.19354483628
496.65,88483.5,88489.69399984766
496.829,88490.09999999999,88496.29446185919
497.006,88496.6,88502.79491687058
497.183,88503.09999999999,88509.29537188195
497.361,88509.7,88515.8958338935
497.539,88516.2,88522.39628890487
497.717,88522.7,88528.89674391625
497.897,88529.3,88535.49720592781
498.074,88535.79999999999,88541.99766093916
498.251,88542.4,88549.89976814383
498.429,88548.90000000001,88555.09857796211
498.608,88555.4,88561.59903297348
498.787,88562.0,88568.19949498503
498.965,88568.5,88574.6999499964
499.142,88575.09999999999,88581.30041200794
499.32,88581.6,88587.80086701934
499.497,88588.09999999999,88594.30132203069
499.674,88594.7,88602.20419808784
499.852,88601.2,88607.40223905363
500.031,88607.7,88613.90269406501
500.209,88614.3,88621.80585825807
500.386,88620.8,88628.30640882472
500.566,88627.3,88633.50406609931
500.746,88633.90000000001,88640.10452811087
500.924,88640.4,88646.60498312222
501.101,88646.90000000001,88653.10543813361
501.28,88653.5,88659.70590014516
501.457,88660.0,88666.20635515654
501.634,88666.5,88672.7068101679
501.811,88673.0,88679.20726517928
501.989,88679.6,88685.80772719084
502.168,88686.1,88693.61193990204
502.346,88692.6,88698.80863721359
502.525,88699.1,88706.61304103535
502.703,88705.6,88711.80954723633
502.883,88712.2,88719.7141506389
503.061,88718.7,88724.91046425926
503.239,88725.3,88731.51092627081
503.418,88731.8,88738.01138128218
503.595,88738.3,88745.81636137578
503.773,88744.8,88751.01229130493
503.954,88751.4,88757.61275331647
504.131,88757.9,88764.11320832785
504.309,88764.4,88770.61366333923
504.486,88771.0,88777.21412535079
504.663,88777.5,88783.71458036215
504.841,88784.0,88790.21503537353
505.021,88790.5,88796.7154903849
505.199,88797.0,88803.21594539628
505.377,88803.59999999999,88809.81640740782
505.554,88810.1,88816.31686241922
